Shape,Price,Carat,Cut,Color,Clarity,Delivery Date
Radiant,"$1,930",0.75,Very Good,I,VS2,Jan 6
Radiant,"$1,930",0.91,Very Good,F,SI2,Jan 6
Radiant,"$1,935",0.81,Very Good,G,SI1,Jan 6
Radiant,"$1,936",0.77,Very Good,E,SI2,Jan 6
Radiant,"$1,938",0.70,Very Good,H,VS2,Jan 6
Radiant,"$1,940",0.80,Very Good,J,VS1,Jan 6
Radiant,"$1,940",0.82,Very Good,G,SI2,Jan 6
Radiant,"$1,945",0.70,Very Good,I,VVS2,Jan 6
Radiant,"$1,958",0.87,Very Good,G,SI2,Jan 5
Radiant,"$1,966",0.74,Very Good,E,SI2,Jan 6
Radiant,"$1,971",0.82,Very Good,K,VVS2,Jan 5
Radiant,"$1,971",0.61,Very Good,D,VVS1,Jan 6
Radiant,"$1,976",0.70,Very Good,F,SI2,Jan 6
Radiant,"$1,980",0.71,Very Good,F,VS2,Jan 6
Radiant,"$1,980",0.70,Very Good,E,VS1,Jan 6
Radiant,"$2,001",0.70,Very Good,G,SI1,Jan 6
Radiant,"$2,004",0.55,Very Good,D,VVS2,Jan 4
Radiant,"$2,010",1.01,Very Good,K,SI1,Jan 6
Radiant,"$2,020",1.03,Very Good,K,SI2,Jan 6
Radiant,"$2,030",0.71,Very Good,G,VS1,Jan 6
Radiant,"$2,047",0.50,Very Good,E,IF,Jan 4
Radiant,"$2,047",0.50,Very Good,E,IF,Jan 4
Radiant,"$2,052",0.71,Very Good,I,VVS1,Jan 6
Radiant,"$2,061",0.70,Very Good,D,SI1,Jan 5
Radiant,"$2,070",0.70,Very Good,F,VS1,Jan 6
Radiant,"$2,073",0.57,Very Good,F,VVS1,Jan 4
Radiant,"$2,073",0.72,Very Good,H,VVS2,Jan 5
Radiant,"$2,080",0.76,Very Good,G,VVS2,Jan 6
Radiant,"$2,088",0.90,Very Good,J,SI2,Jan 6
Radiant,"$2,089",0.74,Very Good,G,SI2,Jan 5
Radiant,"$2,098",0.82,Very Good,J,VVS1,Jan 6
Radiant,"$2,115",1.01,Very Good,K,SI1,Jan 6
Radiant,"$2,117",0.70,Very Good,G,VS2,Jan 5
Radiant,"$2,123",0.70,Very Good,I,VVS1,Jan 6
Radiant,"$2,139",0.89,Very Good,I,SI2,Jan 5
Radiant,"$2,140",0.91,Very Good,H,SI1,Jan 6
Radiant,"$2,150",0.76,Very Good,G,VS1,Jan 6
Radiant,"$2,150",1.01,Very Good,K,SI1,Jan 6
Radiant,"$2,151",0.70,Very Good,H,VS1,Jan 6
Radiant,"$2,159",0.70,Very Good,F,VS2,Jan 5
Radiant,"$2,160",1.00,Very Good,J,SI2,Jan 6
Radiant,"$2,168",1.02,Very Good,K,SI1,Jan 6
Radiant,"$2,171",0.61,Very Good,D,IF,Jan 5
Radiant,"$2,184",0.60,Very Good,D,IF,Jan 6
Radiant,"$2,196",0.71,Very Good,F,SI1,Jan 6
Radiant,"$2,201",0.75,Very Good,E,VS2,Jan 5
Radiant,"$2,204",0.70,Very Good,H,SI1,Jan 6
Radiant,"$2,208",0.70,Very Good,G,VS1,Jan 5
Radiant,"$2,210",0.70,Very Good,G,VVS2,Jan 6
Radiant,"$2,218",0.70,Very Good,F,SI1,Jan 6
Radiant,"$2,239",0.91,Very Good,J,SI2,Jan 6
Radiant,"$2,252",0.70,Very Good,I,VVS1,Jan 5
Radiant,"$2,285",0.70,Very Good,H,VVS1,Jan 6
Radiant,"$2,292",0.70,Very Good,E,VS2,Jan 6
Radiant,"$2,313",0.81,Very Good,F,VS1,Dec 30
Radiant,"$2,333",0.71,Very Good,G,VS2,Jan 6
Radiant,"$2,338",0.70,Very Good,F,VS2,Jan 6
Radiant,"$2,338",0.71,Very Good,G,VVS2,Jan 5
Radiant,"$2,370",0.79,Very Good,H,VVS2,Jan 6
Radiant,"$2,370",1.03,Very Good,K,VS1,Jan 6
Radiant,"$2,371",0.90,Very Good,J,VS2,Jan 6
Radiant,"$2,380",0.73,Very Good,G,VS1,Jan 6
Radiant,"$2,382",0.93,Very Good,H,SI2,Jan 5
Radiant,"$2,384",0.80,Very Good,I,VS1,Jan 5
Radiant,"$2,387",0.81,Very Good,I,SI1,Jan 6
Radiant,"$2,397",1.02,Very Good,J,SI2,Jan 5
Radiant,"$2,401",0.81,Very Good,G,VS2,Jan 6
Radiant,"$2,441",0.70,Very Good,H,VVS2,Jan 5
Radiant,"$2,453",0.71,Very Good,H,VS2,Jan 6
Radiant,"$2,453",0.71,Very Good,H,VS1,Jan 6
Radiant,"$2,455",0.53,Very Good,D,IF,Jan 4
Radiant,"$2,463",0.70,Very Good,G,IF,Jan 6
Radiant,"$2,465",0.76,Very Good,G,SI1,Jan 6
Radiant,"$2,473",0.70,Very Good,E,SI1,Jan 4
Radiant,"$2,480",1.01,Very Good,H,SI2,Jan 6
Radiant,"$2,484",0.75,Very Good,H,VVS1,Jan 5
Radiant,"$2,484",0.70,Very Good,F,SI1,Jan 6
Radiant,"$2,486",0.74,Very Good,D,VS2,Jan 5
Radiant,"$2,520",1.06,Very Good,G,SI2,Jan 6
Radiant,"$2,536",0.70,Very Good,H,VS1,Jan 5
Radiant,"$2,543",0.91,Very Good,I,VS2,Jan 6
Radiant,"$2,561",0.90,Very Good,J,VS2,Jan 5
Radiant,"$2,570",0.78,Very Good,G,SI1,Jan 6
Radiant,"$2,582",0.72,Very Good,F,VS2,Jan 6
Radiant,"$2,613",0.70,Very Good,E,VS2,Jan 5
Radiant,"$2,619",0.70,Very Good,E,VS2,Jan 5
Radiant,"$2,625",0.92,Very Good,J,VS1,Jan 5
Radiant,"$2,625",0.72,Very Good,G,IF,Jan 6
Radiant,"$2,650",0.83,Very Good,F,SI1,Jan 6
Radiant,"$2,651",1.01,Very Good,K,VS1,Jan 5
Radiant,"$2,664",0.72,Very Good,F,VS1,Jan 6
Radiant,"$2,669",0.70,Very Good,E,VS1,Jan 5
Radiant,"$2,672",0.77,Very Good,I,VVS2,Jan 5
Radiant,"$2,681",0.90,Very Good,F,SI1,Jan 6
Radiant,"$2,688",0.70,Very Good,F,VVS1,Jan 5
Radiant,"$2,695",0.84,Very Good,F,SI1,Jan 6
Radiant,"$2,700",0.97,Very Good,I,VS2,Jan 6
Radiant,"$2,701",0.73,Very Good,H,VVS1,Jan 5
Radiant,"$2,720",1.00,Very Good,I,SI2,Jan 6
Radiant,"$2,725",0.70,Very Good,F,VS2,Jan 4
Radiant,"$2,725",0.74,Very Good,G,VS1,Jan 6
Radiant,"$2,727",1.11,Very Good,K,VS2,Jan 5
Radiant,"$2,735",0.90,Very Good,J,SI1,Jan 6
Radiant,"$2,740",0.90,Very Good,I,VVS1,Jan 5
Radiant,"$2,777",0.70,Very Good,D,VS1,Jan 5
Radiant,"$2,780",1.20,Very Good,J,SI2,Jan 6
Radiant,"$2,787",1.00,Very Good,H,SI1,Jan 6
Radiant,"$2,790",1.00,Very Good,H,SI1,Jan 6
Radiant,"$2,797",0.90,Very Good,I,SI2,Jan 6
Radiant,"$2,805",0.80,Very Good,F,VVS1,Dec 30
Radiant,"$2,830",1.19,Very Good,K,SI1,Jan 5
Radiant,"$2,833",0.90,Very Good,I,SI1,Jan 5
Radiant,"$2,840",0.82,Very Good,G,VS1,Jan 6
Radiant,"$2,867",1.01,Very Good,K,VVS1,Jan 5
Radiant,"$2,868",1.01,Very Good,J,SI1,Jan 5
Radiant,"$2,868",0.83,Very Good,G,VS2,Jan 5
Radiant,"$2,880",0.91,Very Good,H,VVS2,Jan 6
Radiant,"$2,882",1.02,Very Good,H,SI1,Jan 6
Radiant,"$2,900",1.20,Very Good,J,SI2,Jan 6
Radiant,"$2,900",1.05,Very Good,J,VS2,Jan 6
Radiant,"$2,913",0.90,Very Good,J,VS1,Jan 5
Radiant,"$2,920",1.07,Very Good,J,VVS2,Jan 6
Radiant,"$2,920",1.01,Very Good,I,SI2,Jan 6
Radiant,"$2,920",1.01,Very Good,J,VS2,Jan 6
Radiant,"$2,931",0.87,Very Good,H,SI1,Jan 4
Radiant,"$2,932",0.76,Very Good,G,VVS2,Jan 5
Radiant,"$2,941",0.92,Very Good,I,VVS2,Jan 6
Radiant,"$2,954",0.90,Very Good,H,SI2,Jan 6
Radiant,"$2,962",1.01,Very Good,K,VVS1,Jan 5
Radiant,"$2,965",0.90,Very Good,E,SI2,Jan 5
Radiant,"$2,966",0.72,Very Good,F,VS2,Jan 6
Radiant,"$2,967",0.80,Very Good,H,VS1,Jan 5
Radiant,"$2,970",1.00,Very Good,G,SI1,Jan 6
Radiant,"$2,970",1.07,Very Good,J,VS2,Jan 6
Radiant,"$2,970",1.01,Very Good,J,VS1,Jan 6
Radiant,"$2,974",0.80,Very Good,F,VS2,Jan 5
Radiant,"$2,980",1.04,Very Good,I,SI2,Jan 6
Radiant,"$2,981",0.91,Very Good,F,SI2,Jan 5
Radiant,"$2,982",0.95,Very Good,J,VVS2,Jan 5
Radiant,"$2,982",0.90,Very Good,G,SI2,Jan 6
Radiant,"$2,988",1.18,Very Good,K,SI2,Jan 6
Radiant,"$2,998",0.97,Very Good,F,SI2,Jan 5
Radiant,"$3,003",0.94,Very Good,I,VS2,Jan 5
Radiant,"$3,013",0.96,Very Good,J,VVS2,Jan 5
Radiant,"$3,020",0.80,Very Good,E,VVS2,Jan 6
Radiant,"$3,022",1.00,Very Good,I,VS1,Jan 5
Radiant,"$3,032",0.71,Very Good,E,VVS1,Jan 6
Radiant,"$3,035",1.00,Very Good,J,VVS1,Jan 6
Radiant,"$3,040",0.90,Very Good,H,SI1,Jan 6
Radiant,"$3,046",0.99,Very Good,I,VVS2,Jan 6
Radiant,"$3,046",0.80,Very Good,H,VS1,Jan 5
Radiant,"$3,048",1.01,Very Good,J,SI2,Jan 6
Radiant,"$3,048",1.00,Very Good,J,VS1,Jan 5
Radiant,"$3,049",0.91,Very Good,E,SI1,Jan 6
Radiant,"$3,050",0.75,Very Good,F,VS1,Jan 5
Radiant,"$3,057",0.80,Very Good,G,VS2,Jan 6
Radiant,"$3,070",1.06,Very Good,H,SI2,Jan 6
Radiant,"$3,076",0.80,Very Good,G,VVS1,Jan 6
Radiant,"$3,079",1.01,Very Good,J,VS1,Jan 5
Radiant,"$3,080",1.00,Very Good,I,VS2,Jan 6
Radiant,"$3,090",1.00,Very Good,G,SI2,Jan 6
Radiant,"$3,092",1.01,Very Good,I,SI2,Jan 5
Radiant,"$3,095",0.81,Very Good,G,VS2,Jan 6
Radiant,"$3,098",0.90,Very Good,H,VS2,Jan 5
Radiant,"$3,103",0.70,Very Good,D,VVS1,Jan 5
